Station_ID,Timestamp,CO_Channel,NOx_Channel,NO2_Channel,Ambient_Temperature,Relative_Humidity,Absolute_Humidity
STN-01,2021-02-21 15:00:00,1.5,338.0,196.0,13.7,24.6,0.4096
STN-01,2021-02-21 16:00:00,1.5,,172.0,16.9,23.4,0.508
STN-01,2021-02-21 17:00:00,1.6,335.0,167.0,16.1,24.3,0.4834
STN-01,2021-02-21 18:00:00,1.2,267.0,163.0,13.1,26.4,0.4145
STN-01,2021-02-21 19:00:00,2.9,367.0,178.0,10.7,39.9,0.516
STN-01,2021-02-21 20:00:00,2.2,298.0,172.0,8.5,,0.5266
STN-01,2021-02-21 21:00:00,0.7,204.0,130.0,7.4,43.2,0.4934
STN-01,2021-02-21 22:00:00,0.5,156.0,116.0,6.1,44.7,0.4711
STN-01,2021-02-21 23:00:00,0.9,145.0,136.0,5.7,44.5,0.4429
STN-01,2021-02-22 00:00:00,1.3,185.0,130.0,5.8,48.9,0.5168
STN-01,2021-02-22 01:00:00,1.4,175.0,120.0,4.0,53.8,0.5117
STN-01,2021-02-22 02:00:00,2.1,256.0,122.0,3.5,55.8,0.4566
STN-01,2021-02-22 03:00:00,,123.0,91.0,2.4,64.8,0.5124
STN-01,2021-02-22 04:00:00,0.7,4.0,,3.3,60.6,0.49
STN-01,2021-02-22 05:00:00,1.2,103.0,96.0,4.0,60.5,0.5261
STN-01,2021-02-22 06:00:00,1.1,86.0,114.0,3.7,64.4,0.5592
STN-01,2021-02-22 07:00:00,1.7,126.0,139.0,4.5,61.8,0.5571
STN-01,2021-02-22 08:00:00,2.3,224.0,167.0,5.7,62.1,0.5875
STN-01,2021-02-22 09:00:00,2.1,210.0,160.0,6.6,57.4,0.5684
STN-01,2021-02-22 10:00:00,2.2,344.0,190.0,9.3,49.43950041628964,0.5502
STN-01,2021-02-22 11:00:00,2.6,329.0,187.0,11.8,40.87900083257928,0.5289
STN-01,2021-02-22 12:00:00,2.4,323.0,172.0,13.3,33.51850124886892,0.4871
STN-01,2021-02-22 13:00:00,2.5,341.0,185.0,14.6,27.55800166515856,0.4766
STN-01,2021-02-22 14:00:00,2.7,368.0,191.0,13.2,30.5975020814482,0.4827
STN-01,2021-02-22 15:00:00,2.9,412.0,205.0,13.2,27.53700249773784,0.4039
STN-01,2021-02-22 16:00:00,3.0,394.0,219.0,13.5,29.37650291402748,0.471
STN-01,2021-02-22 17:00:00,2.5,372.0,228.0,12.9,32.01600333031712,0.4946
STN-01,2021-02-22 18:00:00,,504.0,250.0,11.2,32.55550374660677,0.4689
STN-01,2021-02-22 19:00:00,4.0,,249.0,10.1,36.295004162896404,
STN-01,2021-02-22 20:00:00,3.5,624.0,261.0,8.9,38.83450457918604,0.503
STN-01,2021-02-22 21:00:00,2.7,494.0,244.0,8.1,45.47400499547568,0.5285
STN-01,2021-02-22 22:00:00,2.2,482.0,235.0,7.8,51.31350541176533,0.6037
STN-01,2021-02-22 23:00:00,1.9,432.0,208.0,6.5,53.45300582805496,0.6049
STN-01,2021-02-23 00:00:00,0.7,359.0,162.0,5.7,62.19250624434461,0.6357
STN-01,2021-02-23 01:00:00,0.05,,132.0,4.1,69.43200666063424,0.6584
STN-01,2021-02-23 02:00:00,0.05,150.0,,4.0,69.5715070769239,0.645
STN-01,2021-02-23 03:00:00,0.05,140.0,111.0,3.5,67.11100749321352,0.6012
STN-01,2021-02-23 04:00:00,0.05,74.0,64.0,2.2,67.85050790950316,0.5627
STN-01,2021-02-23 05:00:00,0.05,123.0,64.0,2.2,69.99000832579281,0.5642
STN-01,2021-02-23 06:00:00,0.05,140.0,93.0,3.8,61.62950874208245,0.5213
STN-01,2021-02-23 07:00:00,0.5,245.0,123.0,5.0,59.56900915837209,0.5277
STN-01,2021-02-23 08:00:00,1.6,381.0,149.0,5.4,56.108509574661724,0.4733
STN-01,2021-02-23 09:00:00,1.8,467.0,165.0,6.9,52.24800999095137,0.4731
STN-01,2021-02-23 10:00:00,1.2,336.0,160.0,11.0,43.28751040724101,0.4738
STN-01,2021-02-23 11:00:00,1.8,367.0,160.0,14.4,39.02701082353065,0.5236
STN-01,2021-02-23 12:00:00,1.4,336.0,153.0,15.5,40.36651123982029,0.52
STN-01,2021-02-23 13:00:00,1.5,329.0,152.0,15.5,40.106011656109935,0.4909
STN-01,2021-02-23 14:00:00,1.7,337.0,162.0,14.6,39.14551207239957,0.4539
STN-01,2021-02-23 15:00:00,1.4,348.0,172.0,15.6,39.58501248868921,0.4812
STN-01,2021-02-23 16:00:00,2.1,368.0,176.0,17.1,41.424512904978855,0.5252
STN-01,2021-02-23 17:00:00,2.6,481.0,196.0,15.2,42.06401332126849,0.4433
STN-01,2021-02-23 18:00:00,3.0,468.0,209.0,15.1,43.303513737558134,0.4715
STN-01,2021-02-23 19:00:00,2.7,458.0,205.0,15.8,48.243014153847774,0.5467
STN-01,2021-02-23 20:00:00,2.7,451.0,218.0,15.2,48.182514570137414,0.5264
STN-01,2021-02-23 21:00:00,2.6,400.0,223.0,14.1,51.222014986427055,0.477
STN-01,2021-02-23 22:00:00,,425.0,219.0,13.3,,0.5737
STN-01,2021-02-23 23:00:00,1.8,297.0,184.0,12.4,61.90101581900634,0.5444
STN-01,2021-02-24 00:00:00,1.8,338.0,195.0,10.9,61.74051623529597,0.4763
STN-01,2021-02-24 01:00:00,1.3,293.0,172.0,9.3,60.28001665158562,0.4611
STN-01,2021-02-24 02:00:00,1.5,240.0,128.0,8.6,67.91951706787526,0.5121
STN-01,2021-02-24 03:00:00,1.1,236.0,132.0,9.3,63.5590174841649,0.4944
STN-01,2021-02-24 04:00:00,1.0,249.0,118.0,7.8,67.19851790045453,0.4649
STN-01,2021-02-24 05:00:00,0.1,126.0,99.0,6.8,68.43801831674418,0.4441
STN-01,2021-02-24 06:00:00,0.3,218.0,111.0,7.7,67.27751873303382,0.464
STN-01,2021-02-24 07:00:00,1.9,446.0,152.0,5.9,70.91701914932347,0.4228
STN-01,2021-02-24 08:00:00,2.6,532.0,185.0,6.5,64.6565195656131,0.367
STN-01,2021-02-24 09:00:00,1.8,486.0,171.0,9.1,62.19601998190274,0.4533
STN-01,2021-02-24 10:00:00,2.0,543.0,200.0,11.0,50.33552039819238,0.3404
STN-01,2021-02-24 11:00:00,1.6,554.0,202.0,12.1,46.47502081448202,0.3361
STN-01,2021-02-24 12:00:00,2.0,577.0,207.0,13.7,52.014521230771656,0.4356
STN-01,2021-02-24 13:00:00,2.2,620.0,208.0,13.6,49.6540216470613,0.3853
STN-01,2021-02-24 14:00:00,1.9,,199.0,14.3,48.593522063350946,0.351
STN-01,2021-02-24 15:00:00,2.4,558.0,208.0,16.2,42.73302247964058,0.3339
STN-01,2021-02-24 16:00:00,1.6,466.0,199.0,15.3,43.07252289593022,0.293
STN-01,2021-02-24 17:00:00,1.7,438.0,217.0,14.7,57.312023312219864,0.4206
STN-01,2021-02-24 18:00:00,,488.0,230.0,13.4,60.0515237285095,0.4361
STN-01,2021-02-24 19:00:00,2.8,414.0,223.0,12.4,61.89102414479914,0.4284
STN-01,2021-02-24 20:00:00,3.0,442.0,237.0,11.4,70.73052456108879,0.5053
STN-01,2021-02-24 21:00:00,2.6,543.0,248.0,10.7,75.27002497737843,0.5344
STN-01,2021-02-24 22:00:00,2.4,444.0,227.0,10.6,74.20952539366807,0.5478
STN-01,2021-02-24 23:00:00,2.8,394.0,221.0,8.1,79.54902580995771,0.5386
STN-01,2021-02-25 00:00:00,2.2,,181.0,7.7,81.48852622624734,0.5725
STN-01,2021-02-25 01:00:00,2.1,238.0,163.0,6.7,81.22802664253697,0.5365
STN-01,2021-02-25 02:00:00,2.0,234.0,146.0,7.1,86.46752705882663,0.624
STN-01,2021-02-25 03:00:00,3.0,306.0,178.0,8.6,81.60702747511627,0.6234
STN-01,2021-02-25 04:00:00,2.4,318.0,163.0,7.3,82.0465278914059,0.6108
STN-01,2021-02-25 05:00:00,1.9,,145.0,6.9,76.48602830769555,0.5567
STN-01,2021-02-25 06:00:00,1.1,160.0,130.0,5.3,76.02552872398519,0.4826
STN-01,2021-02-25 07:00:00,2.6,326.0,152.0,5.4,75.66502914027484,0.4674
STN-01,2021-02-25 08:00:00,2.6,323.0,165.0,6.3,76.10452955656447,0.5134
STN-01,2021-02-25 09:00:00,3.1,334.0,172.0,9.1,,0.485
STN-01,2021-02-25 10:00:00,2.0,290.0,173.0,9.6,65.88353038914376,0.4607
STN-01,2021-02-25 11:00:00,2.8,396.0,188.0,12.2,63.22303080543339,0.4868
STN-01,2021-02-25 12:00:00,2.5,296.0,160.0,13.0,58.16253122172303,0.4396
STN-01,2021-02-25 13:00:00,2.6,191.0,137.0,12.6,64.00203163801267,0.4301
STN-01,2021-02-25 14:00:00,2.5,161.0,,15.6,57.04153205430231,0.4476
STN-01,2021-02-25 15:00:00,3.1,299.0,158.0,15.2,63.58103247059195,
STN-01,2021-02-25 16:00:00,3.4,329.0,162.0,15.3,62.22053288688159,0.5226
STN-01,2021-02-25 17:00:00,3.5,355.0,164.0,15.5,59.16003330317123,0.5106
STN-01,2021-02-25 18:00:00,4.4,419.0,195.0,15.0,62.79953371946087,0.5449
STN-01,2021-02-25 19:00:00,4.6,427.0,203.0,13.2,64.53903413575051,0.5215
STN-01,2021-02-25 20:00:00,4.3,430.0,204.0,13.5,68.57853455204015,0.5857
STN-01,2021-02-25 21:00:00,3.0,401.0,201.0,13.0,73.21803496832979,0.6141
STN-01,2021-02-25 22:00:00,2.7,322.0,191.0,13.3,70.45753538461943,0.5954
STN-01,2021-02-25 23:00:00,2.2,267.0,172.0,13.7,73.09703580090908,0.6588
STN-01,2021-02-26 00:00:00,3.2,359.0,195.0,14.3,75.53653621719872,0.6627
STN-01,2021-02-26 01:00:00,3.0,401.0,203.0,14.3,73.37603663348835,0.6534
STN-01,2021-02-26 02:00:00,1.6,250.0,162.0,12.9,79.315537049778,0.6719
STN-01,2021-02-26 03:00:00,1.8,350.0,181.0,11.3,83.45503746606764,0.6484
STN-01,2021-02-26 04:00:00,0.5,199.0,,11.5,78.29453788235728,0.5976
STN-01,2021-02-26 05:00:00,0.05,96.0,134.0,10.9,74.53403829864692,0.5648
STN-01,2021-02-26 06:00:00,0.4,142.0,148.0,8.9,77.57353871493655,0.5034
STN-01,2021-02-26 07:00:00,2.4,368.0,193.0,9.3,73.6130391312262,0.4779
STN-01,2021-02-26 08:00:00,3.3,511.0,233.0,10.6,69.35253954751585,0.4863
STN-01,2021-02-26 09:00:00,3.0,476.0,225.0,11.0,62.69203996380548,0.4077
STN-01,2021-02-26 10:00:00,2.3,479.0,221.0,12.2,60.931540380095115,0.4189
STN-01,2021-02-26 11:00:00,2.1,455.0,212.0,15.0,47.57104079638476,0.3461
STN-01,2021-02-26 12:00:00,1.5,366.0,194.0,16.7,41.310541212674394,0.2913
STN-01,2021-02-26 13:00:00,0.8,239.0,162.0,16.6,42.55004162896404,0.3159
STN-01,2021-02-26 14:00:00,1.2,288.0,170.0,16.6,42.38954204525368,0.2766
STN-01,2021-02-26 15:00:00,,253.0,170.0,17.1,40.52904246154332,0.2322
STN-01,2021-02-26 16:00:00,0.8,232.0,155.0,16.8,44.26854287783296,0.2819
STN-01,2021-02-26 17:00:00,1.5,322.0,,14.7,51.3080432941226,0.2934
STN-01,2021-02-26 18:00:00,3.0,,193.0,12.1,61.44754371041224,0.3233
STN-01,2021-02-26 19:00:00,3.3,528.0,190.0,10.2,74.88704412670188,0.4235
STN-01,2021-02-26 20:00:00,3.8,540.0,191.0,8.7,83.02654454299152,0.4627
STN-01,2021-02-26 21:00:00,2.6,,164.0,,78.46604495928116,0.4862
STN-01,2021-02-26 22:00:00,1.9,343.0,137.0,8.9,80.70554537557081,0.5131
STN-01,2021-02-26 23:00:00,1.4,300.0,129.0,8.7,80.64504579186044,0.5277
STN-01,2021-02-27 00:00:00,1.0,349.0,140.0,8.6,77.58454620815009,0.4482
STN-01,2021-02-27 01:00:00,1.4,364.0,123.0,8.2,80.22404662443972,0.4813
STN-01,2021-02-27 02:00:00,2.2,444.0,149.0,8.6,85.76354704072936,0.5609
STN-01,2021-02-27 03:00:00,1.8,387.0,162.0,7.5,87.603047457019,0.5484
STN-01,2021-02-27 04:00:00,1.1,375.0,144.0,6.4,89.24254787330865,0.5186
STN-01,2021-02-27 05:00:00,0.6,378.0,150.0,6.3,91.68204828959828,0.5377
STN-01,2021-02-27 06:00:00,1.0,426.0,165.0,5.7,88.12154870588793,0.4514
STN-01,2021-02-27 07:00:00,1.6,445.0,179.0,7.6,78.96104912217757,0.4301
STN-01,2021-02-27 08:00:00,2.7,574.0,201.0,7.4,78.1005495384672,0.4489
STN-01,2021-02-27 09:00:00,3.7,,225.0,9.2,71.64004995475685,0.4264
STN-01,2021-02-27 10:00:00,3.4,650.0,206.0,11.7,62.17955037104649,0.3911
STN-01,2021-02-27 11:00:00,3.3,654.0,206.0,11.8,60.119050787336135,0.3433
STN-01,2021-02-27 12:00:00,1.7,514.0,163.0,14.0,53.95855120362577,0.3542
STN-01,2021-02-27 13:00:00,1.7,514.0,163.0,14.0,54.09805161991541,0.3542
STN-01,2021-02-27 14:00:00,1.2,449.0,152.0,15.8,49.33755203620505,0.3382
STN-01,2021-02-27 15:00:00,1.4,428.0,141.0,16.0,50.97705245249469,0.3818
STN-01,2021-02-27 16:00:00,0.9,457.0,147.0,15.7,54.416552868784336,0.431
STN-01,2021-02-27 17:00:00,0.8,438.0,143.0,13.9,62.85605328507397,0.4786
STN-01,2021-02-27 18:00:00,2.1,532.0,175.0,12.8,67.59555370136361,0.4913
STN-01,2021-02-27 19:00:00,2.8,596.0,197.0,11.5,64.93505411765325,0.4517
STN-01,2021-02-27 20:00:00,2.6,498.0,200.0,12.2,68.1745545339429,0.5465
STN-01,2021-02-27 21:00:00,2.3,486.0,187.0,12.9,72.41405495023253,0.6221
STN-01,2021-02-27 22:00:00,1.6,366.0,150.0,11.3,80.85355536652217,0.6382
STN-01,2021-02-27 23:00:00,1.7,379.0,145.0,11.8,84.49305578281181,0.6937
STN-01,2021-02-28 00:00:00,2.3,407.0,171.0,12.5,85.23255619910145,0.6976
STN-01,2021-02-28 01:00:00,,332.0,131.0,11.6,86.1720566153911,0.672
STN-01,2021-02-28 02:00:00,1.7,381.0,157.0,10.4,88.31155703168074,0.6429
STN-01,2021-02-28 03:00:00,1.8,419.0,169.0,9.6,91.75105744797037,0.6805
STN-01,2021-02-28 04:00:00,2.0,445.0,152.0,9.5,94.69055786426001,0.72
STN-01,2021-02-28 05:00:00,2.1,411.0,135.0,8.8,92.83005828054965,0.6647
STN-01,2021-02-28 06:00:00,2.2,425.0,160.0,8.3,97.4695586968393,0.7209
STN-01,2021-02-28 07:00:00,3.0,479.0,175.0,7.2,96.80905911312894,0.686
STN-01,2021-02-28 08:00:00,4.4,645.0,209.0,9.5,88.44855952941857,0.7297
STN-01,2021-02-28 09:00:00,4.1,757.0,236.0,10.7,86.08805994570822,0.6923
STN-01,2021-02-28 10:00:00,3.2,698.0,235.0,12.6,78.32756036199785,0.6526
STN-01,2021-02-28 11:00:00,2.5,605.0,228.0,13.7,76.5670607782875,0.631
STN-01,2021-02-28 12:00:00,2.1,527.0,219.0,14.2,74.40656119457714,0.6088
STN-01,2021-02-28 13:00:00,2.0,456.0,214.0,15.9,,0.6527
STN-01,2021-02-28 14:00:00,0.5,333.0,,15.5,66.88556202715642,0.5613
STN-01,2021-02-28 15:00:00,1.4,423.0,207.0,16.2,65.92506244344605,0.5554
STN-01,2021-02-28 16:00:00,1.2,418.0,201.0,17.1,72.6645628597357,0.6748
STN-01,2021-02-28 17:00:00,1.0,397.0,202.0,15.8,69.30406327602535,0.6016
STN-01,2021-02-28 18:00:00,2.3,448.0,217.0,14.8,83.44356369231498,0.745
STN-01,2021-02-28 19:00:00,3.2,590.0,224.0,12.1,85.78306410860462,0.7473
STN-01,2021-02-28 20:00:00,3.2,553.0,241.0,11.0,86.82256452489426,0.7328
STN-01,2021-02-28 21:00:00,1.8,384.0,219.0,9.9,90.2620649411839,0.7579
STN-01,2021-02-28 22:00:00,0.8,370.0,199.0,7.4,91.70156535747354,0.6779
STN-01,2021-02-28 23:00:00,0.6,262.0,188.0,8.1,86.64106577376317,0.6618
STN-01,2021-03-01 00:00:00,0.05,165.0,130.0,13.6,85.68056619005282,0.8599
STN-01,2021-03-01 01:00:00,0.05,35.0,75.0,12.3,91.32006660634246,0.876
STN-01,2021-03-01 02:00:00,0.05,103.0,72.0,10.8,95.2595670226321,0.853
STN-01,2021-03-01 03:00:00,0.05,77.0,69.0,11.2,99.0,0.9216
STN-01,2021-03-01 04:00:00,0.05,38.0,52.0,11.4,98.73856785521139,0.9007
STN-01,2021-03-01 05:00:00,0.05,173.0,89.0,10.0,99.0,
STN-01,2021-03-01 06:00:00,0.05,191.0,92.0,10.5,96.61756868779065,0.8718
STN-01,2021-03-01 07:00:00,0.05,226.0,107.0,10.5,93.35706910408031,0.8588
STN-01,2021-03-01 08:00:00,0.7,321.0,135.0,10.6,89.79656952036996,0.8853
STN-01,2021-03-01 09:00:00,1.2,384.0,169.0,13.0,81.83606993665958,0.8762
STN-01,2021-03-01 10:00:00,1.2,454.0,175.0,15.1,73.57557035294923,0.8445
STN-01,2021-03-01 11:00:00,1.9,474.0,202.0,18.0,64.41507076923887,0.8353
STN-01,2021-03-01 12:00:00,3.0,571.0,213.0,18.0,65.8545711855285,0.8312
STN-01,2021-03-01 13:00:00,3.0,562.0,202.0,17.3,64.39407160181815,0.7851
STN-01,2021-03-01 14:00:00,2.9,488.0,187.0,18.3,65.13357201810778,0.772
STN-01,2021-03-01 15:00:00,2.4,537.0,196.0,19.1,63.97307243439743,0.7806
STN-01,2021-03-01 16:00:00,2.9,565.0,210.0,19.8,66.71257285068707,0.8604
STN-01,2021-03-01 17:00:00,4.2,697.0,237.0,18.5,68.65207326697671,0.8764
STN-01,2021-03-01 18:00:00,3.8,561.0,224.0,16.6,70.59157368326635,0.8196
STN-01,2021-03-01 19:00:00,3.8,533.0,223.0,16.6,73.63107409955599,0.8564
STN-01,2021-03-01 20:00:00,,522.0,216.0,14.8,75.17057451584563,0.8516
STN-01,2021-03-01 21:00:00,,494.0,220.0,14.7,80.11007493213526,0.8861
STN-01,2021-03-01 22:00:00,2.2,465.0,194.0,13.0,82.54957534842491,0.8338
STN-01,2021-03-01 23:00:00,1.4,303.0,150.0,12.8,88.18907576471454,0.908
STN-01,2021-03-02 00:00:00,1.2,311.0,136.0,13.2,88.0285761810042,0.9431
STN-01,2021-03-02 01:00:00,1.3,273.0,,13.7,89.56807659729384,0.9696
STN-01,2021-03-02 02:00:00,0.7,204.0,109.0,14.2,93.50757701358347,1.0412
STN-01,2021-03-02 03:00:00,,,125.0,13.4,93.24707742987312,0.9946
STN-01,2021-03-02 04:00:00,0.2,250.0,86.0,12.4,95.38657784616275,0.9411
STN-01,2021-03-02 05:00:00,0.05,145.0,74.0,11.3,95.22607826245239,0.9098
STN-01,2021-03-02 06:00:00,1.4,260.0,99.0,11.6,98.56557867874204,0.891
STN-01,2021-03-02 07:00:00,1.7,278.0,111.0,12.3,96.90507909503168,0.9213
STN-01,2021-03-02 08:00:00,1.9,287.0,115.0,13.3,95.34457951132131,0.9299
STN-01,2021-03-02 09:00:00,2.3,350.0,138.0,15.9,85.98407992761096,0.9378
STN-01,2021-03-02 10:00:00,1.9,349.0,,17.4,79.6235803439006,0.8918
STN-01,2021-03-02 11:00:00,1.5,191.0,150.0,20.7,75.26308076019023,0.8694
STN-01,2021-03-02 12:00:00,1.8,138.0,139.0,23.1,72.80258117647988,0.9076
STN-01,2021-03-02 13:00:00,1.5,136.0,135.0,21.7,72.64208159276951,0.8314
STN-01,2021-03-02 14:00:00,0.6,106.0,124.0,21.6,77.28158200905915,0.8459
STN-01,2021-03-02 15:00:00,0.8,177.0,153.0,22.4,73.4210824253488,0.8137
STN-01,2021-03-02 16:00:00,1.0,176.0,145.0,22.6,71.06058284163844,0.7773
STN-01,2021-03-02 17:00:00,1.1,167.0,140.0,20.6,76.20008325792807,0.7923
STN-01,2021-03-02 18:00:00,1.7,257.0,182.0,18.3,75.63958367421772,0.7504
STN-01,2021-03-02 19:00:00,1.5,273.0,190.0,15.2,81.07908409050737,0.7147
STN-01,2021-03-02 20:00:00,2.2,282.0,189.0,15.9,78.918584506797,0.7523
STN-01,2021-03-02 21:00:00,2.4,273.0,178.0,14.8,88.05808492308664,0.8232
STN-01,2021-03-02 22:00:00,1.3,126.0,144.0,13.3,90.59758533937628,0.8125
STN-01,2021-03-02 23:00:00,1.3,71.0,123.0,14.7,94.43708575566592,0.8725
STN-01,2021-03-03 00:00:00,1.5,96.0,139.0,17.7,89.77658617195556,0.9155
STN-01,2021-03-03 01:00:00,0.6,77.0,113.0,17.9,90.2160865882452,0.9416
STN-01,2021-03-03 02:00:00,0.6,101.0,,18.2,90.45558700453483,0.932
STN-01,2021-03-03 03:00:00,0.3,95.0,106.0,17.8,93.69508742082449,0.962
STN-01,2021-03-03 04:00:00,0.05,1.0,70.0,17.6,89.53458783711412,0.9291
STN-01,2021-03-03 05:00:00,0.05,1.0,68.0,17.0,86.77408825340376,0.8486
STN-01,2021-03-03 06:00:00,0.05,81.0,77.0,15.1,86.91358866969341,0.7885
STN-01,2021-03-03 07:00:00,1.2,227.0,114.0,15.5,89.35308908598304,0.8301
STN-01,2021-03-03 08:00:00,1.9,288.0,131.0,17.0,87.89258950227268,0.853
STN-01,2021-03-03 09:00:00,2.1,342.0,153.0,17.8,79.03208991856232,0.7895
STN-01,2021-03-03 10:00:00,2.1,387.0,172.0,21.7,69.07159033485196,0.7578
STN-01,2021-03-03 11:00:00,,372.0,173.0,23.8,61.1110907511416,0.7112
STN-01,2021-03-03 12:00:00,1.2,233.0,152.0,25.2,60.750591167431246,0.7221
STN-01,2021-03-03 13:00:00,1.0,148.0,124.0,24.7,61.090091583720884,0.6755
STN-01,2021-03-03 14:00:00,0.7,139.0,116.0,23.7,61.029592000010524,0.6468
STN-01,2021-03-03 15:00:00,1.5,228.0,137.0,26.0,59.96909241630017,0.6967
STN-01,2021-03-03 16:00:00,1.5,220.0,139.0,25.4,65.1085928325898,0.7698
STN-01,2021-03-03 17:00:00,2.6,269.0,161.0,24.5,71.44809324887945,0.8124
STN-01,2021-03-03 18:00:00,3.5,304.0,178.0,,78.28759366516908,0.8726
STN-01,2021-03-03 19:00:00,4.3,420.0,202.0,21.1,87.52709408145873,0.8999
STN-01,2021-03-03 20:00:00,3.8,366.0,187.0,19.2,90.66659449774838,0.8833
STN-01,2021-03-03 21:00:00,3.4,398.0,185.0,19.3,87.80609491403801,0.835
STN-01,2021-03-03 22:00:00,2.5,291.0,170.0,19.2,88.64559533032765,0.8396
STN-01,2021-03-03 23:00:00,1.8,136.0,143.0,18.3,91.98509574661729,0.8473
STN-01,2021-03-04 00:00:00,1.5,105.0,128.0,16.8,95.02459616290693,0.8245
STN-01,2021-03-04 01:00:00,,104.0,122.0,18.2,93.16409657919657,
STN-01,2021-03-04 02:00:00,1.9,132.0,123.0,17.1,92.3035969954862,0.824
STN-01,2021-03-04 03:00:00,1.4,159.0,151.0,15.2,90.20359699548621,0.7417
STN-01,2021-03-04 04:00:00,1.6,200.0,132.0,15.8,91.3035969954862,0.7705
STN-01,2021-03-04 05:00:00,1.0,149.0,122.0,16.3,89.60359699548621,0.7385
STN-01,2021-03-04 06:00:00,1.0,203.0,127.0,14.9,94.60359699548621,0.7339
STN-01,2021-03-04 07:00:00,2.7,,155.0,14.7,96.60359699548621,0.7369
STN-01,2021-03-04 08:00:00,3.0,506.0,172.0,14.0,92.70359699548621,0.6856
STN-01,2021-03-04 09:00:00,3.7,540.0,182.0,16.1,87.10359699548621,0.6936
STN-01,2021-03-04 10:00:00,3.1,,185.0,18.3,86.10359699548621,0.7472
STN-01,2021-03-04 11:00:00,2.9,463.0,194.0,21.8,74.10359699548621,0.6961
STN-01,2021-03-04 12:00:00,2.9,420.0,190.0,23.3,75.10359699548621,0.7324
STN-01,2021-03-04 13:00:00,3.1,,190.0,24.2,73.50359699548622,0.7307
STN-01,2021-03-04 14:00:00,2.2,306.0,164.0,24.4,,0.7114
STN-01,2021-03-04 15:00:00,2.3,383.0,170.0,23.8,71.50359699548622,0.6709
STN-01,2021-03-04 16:00:00,3.1,482.0,206.0,22.3,73.60359699548621,0.6582
STN-01,2021-03-04 17:00:00,3.1,482.0,204.0,20.7,78.00359699548622,0.6955
STN-01,2021-03-04 18:00:00,3.4,516.0,213.0,19.6,82.20359699548621,0.7541
STN-01,2021-03-04 19:00:00,4.0,554.0,,17.7,88.90359699548621,0.8048
STN-01,2021-03-04 20:00:00,3.8,531.0,206.0,16.5,88.3035969954862,0.7436
STN-01,2021-03-04 21:00:00,3.1,620.0,215.0,16.2,94.20359699548621,0.7969
STN-01,2021-03-04 22:00:00,1.7,496.0,193.0,15.9,97.8035969954862,0.8407
STN-01,2021-03-04 23:00:00,2.3,568.0,197.0,14.9,99.0,0.8419
STN-01,2021-03-05 00:00:00,2.6,637.0,209.0,15.6,99.0,0.9191
STN-01,2021-03-05 01:00:00,2.3,543.0,182.0,13.2,99.0,0.8989
STN-01,2021-03-05 02:00:00,1.1,397.0,140.0,14.1,99.0,0.9038
STN-01,2021-03-05 03:00:00,0.9,449.0,149.0,15.4,99.0,0.9425
STN-01,2021-03-05 04:00:00,0.7,451.0,137.0,14.5,99.0,0.903
STN-01,2021-03-05 05:00:00,1.2,465.0,159.0,13.7,99.0,0.9159
STN-01,2021-03-05 06:00:00,1.3,500.0,173.0,12.8,99.0,0.9363
STN-01,2021-03-05 07:00:00,1.8,497.0,175.0,13.2,99.0,0.9006
STN-01,2021-03-05 08:00:00,2.9,593.0,208.0,13.3,99.0,0.8833
STN-01,2021-03-05 09:00:00,2.4,657.0,226.0,16.0,99.0,0.867
STN-01,2021-03-05 10:00:00,1.6,595.0,211.0,18.0,93.40359699548621,0.8592
STN-01,2021-03-05 11:00:00,2.5,683.0,229.0,17.7,88.60359699548621,0.8044
STN-01,2021-03-05 12:00:00,2.7,600.0,195.0,20.1,81.20359699548621,0.7979
STN-01,2021-03-05 13:00:00,2.5,490.0,167.0,21.6,76.8035969954862,0.7849
STN-01,2021-03-05 14:00:00,1.7,437.0,170.0,22.1,74.3035969954862,0.7513
STN-01,2021-03-05 15:00:00,1.3,290.0,150.0,24.3,76.20359699548621,0.8532
STN-01,2021-03-05 16:00:00,1.2,282.0,161.0,,76.8035969954862,0.8517
STN-01,2021-03-05 17:00:00,2.3,349.0,193.0,23.9,72.90359699548621,0.8508
STN-01,2021-03-05 18:00:00,3.6,410.0,201.0,22.5,78.50359699548622,0.9104
STN-01,2021-03-05 19:00:00,3.4,283.0,170.0,22.0,78.40359699548621,0.8917
STN-01,2021-03-05 20:00:00,3.3,280.0,166.0,23.5,77.90359699548621,0.9618
STN-01,2021-03-05 21:00:00,2.6,222.0,158.0,22.2,81.00359699548622,0.9519
STN-01,2021-03-05 22:00:00,2.4,199.0,160.0,20.7,90.10359699548621,1.0367
STN-01,2021-03-05 23:00:00,1.5,108.0,124.0,20.4,92.70359699548621,1.0645
STN-01,2021-03-06 00:00:00,,136.0,112.0,20.2,99.0,1.1675
STN-01,2021-03-06 01:00:00,1.3,112.0,111.0,18.2,97.8035969954862,1.0418
STN-01,2021-03-06 02:00:00,0.7,43.0,95.0,18.0,99.0,1.0914
STN-01,2021-03-06 03:00:00,1.1,148.0,119.0,15.8,99.0,1.0304
STN-01,2021-03-06 04:00:00,0.8,197.0,111.0,13.8,99.0,0.9952
STN-01,2021-03-06 05:00:00,0.1,242.0,114.0,11.7,99.0,
STN-01,2021-03-06 06:00:00,0.7,273.0,135.0,11.7,99.0,0.9898
